164,700
165,699
164,697
163,694
162,692
161,690
161,688
160,685
160,681
159,677
159,673
159,668
159,664
159,661
159,657
159,652
159,651
159,648
159,643
160,639
160,633
161,628
162,623
162,618
163,613
164,608
164,604
164,600
164,595
163,590
162,586
162,581
161,576
161,572
160,569
160,567
160,563
160,559
162,552
163,548
163,546
164,544
165,539
166,535
167,531
168,527
169,524
169,521
170,516
170,512
171,506
171,501
171,496
172,491
172,487
172,482
173,475
173,471
173,466
173,462
174,459
175,455
176,451
177,448
178,445
179,441
180,438
181,433
182,430
183,426
183,422
184,418
186,418
187,418
189,418
190,418
190,421
191,425
192,430
193,434
194,439
196,445
197,449
198,454
199,457
200,461
201,466
201,470
201,474
201,479
202,483
202,488
202,492
202,496
203,500
203,504
203,511
204,516
204,521
205,525
206,530
207,534
209,541
210,546
211,550
212,553
213,557
214,561
214,567
214,568
213,571
213,575
212,578
211,584
211,590
210,595
210,598
210,603
210,607
211,612
211,618
212,623
213,627
213,632
214,637
214,642
214,647
214,651
214,653
215,656
215,661
215,665
215,669
214,674
214,678
214,681
213,685
213,688
213,689
211,692
210,695
210,696
209,698
209,700
211,701
214,702
222,703
231,703
238,701
238,700
238,697
238,693
238,689
239,684
240,679
241,674
242,668
243,664
244,659
245,655
246,650
247,647
248,643
249,638
250,635
251,630
252,626
253,622
254,618
255,614
255,610
256,606
257,601
258,596
258,591
258,586
258,582
258,577
258,572
257,567
256,562
255,559
254,555
254,551
254,547
253,542
253,538
253,532
252,527
252,522
252,517
252,512
252,506
252,501
252,497
253,491
253,486
254,481
255,477
255,471
256,466
256,461
257,456
257,450
258,444
258,439
258,433
259,427
259,422
259,416
258,411
258,404
257,395
256,386
255,380
254,374
252,368
246,366
239,367
237,368
229,372
222,377
215,385
209,392
203,400
199,405
193,411
188,413
186,413
183,412
179,410
174,404
171,400
167,395
163,389
159,385
151,376
145,372
141,369
136,367
128,366
125,367
124,367
122,369
121,373
120,375
119,379
118,384
117,386
117,389
116,393
116,397
116,400
115,404
115,409
115,413
115,418
115,422
115,427
115,430
115,434
116,439
116,443
116,446
117,451
117,455
117,458
117,461
118,465
118,467
118,467
118,470
119,474
119,478
120,481
120,484
120,488
121,490
121,494
121,497
121,501
121,503
121,506
122,510
122,512
122,515
122,519
121,522
121,526
121,529
121,532
121,536
121,539
120,541
120,545
120,547
120,551
120,554
119,557
118,562
117,565
117,567
116,570
116,573
116,576
115,579
115,583
115,586
116,590
116,594
116,597
117,600
117,604
118,607
118,610
119,614
120,617
120,621
121,625
122,629
123,633
124,637
125,641
126,643
126,647
127,650
128,654
129,657
130,660
131,664
131,667
132,671
133,674
133,677
134,680
135,683
135,684
135,687
136,690
136,693
136,696
136,701
142,702
149,702
156,702
160,702
163,701
164,700
