0,751
6,751
19,751
36,751
54,751
72,751
87,751
99,751
112,751
121,751
125,751
125,750
124,747
124,745
124,741
125,737
127,733
129,729
131,725
132,722
133,720
133,716
134,712
133,710
133,707
133,705
134,704
134,703
135,701
136,699
136,696
136,693
136,690
135,687
135,684
135,683
134,680
133,677
133,674
132,671
131,667
131,664
130,660
129,657
128,654
127,650
126,647
126,643
125,641
124,637
123,633
122,629
121,625
120,621
120,617
119,614
118,610
118,607
117,604
117,600
116,597
116,594
116,590
115,586
115,583
115,579
116,576
116,573
116,570
117,567
117,565
118,562
119,557
120,554
120,551
120,547
120,545
120,541
121,539
121,536
121,532
121,529
121,526
121,522
122,519
122,515
122,512
122,510
121,506
121,503
121,501
121,497
121,494
121,490
120,488
120,484
120,481
119,478
119,474
118,470
118,467
118,467
118,465
117,461
117,458
117,455
117,451
116,446
116,443
116,439
115,434
115,430
115,427
115,422
115,418
115,413
115,409
115,404
116,400
116,397
116,393
117,389
117,386
118,384
119,379
120,375
121,373
122,366
123,362
124,359
125,356
126,352
126,348
126,346
127,343
127,339
128,336
128,332
129,327
130,323
131,320
132,315
133,310
133,306
133,302
134,299
133,296
133,293
133,290
133,286
132,283
131,280
131,276
130,274
129,267
128,262
127,259
126,254
126,251
126,248
126,248
125,252
125,256
124,259
124,263
123,268
122,272
121,275
120,280
119,284
118,287
117,291
116,296
114,300
113,303
112,306
112,309
111,313
110,316
109,320
107,324
106,327
104,331
102,335
100,340
98,344
97,347
95,350
93,353
91,357
88,361
84,366
82,370
80,372
79,375
77,378
75,381
74,384
74,385
74,390
73,394
73,398
71,403
70,407
69,412
68,415
67,419
65,427
64,433
63,435
61,437
60,438
58,437
57,436
57,433
57,430
58,428
58,425
59,422
59,419
58,422
57,426
56,431
54,437
53,442
53,442
53,443
52,444
50,445
48,444
47,443
47,442
47,438
48,434
49,430
50,425
51,421
51,418
50,420
48,425
46,428
45,430
44,434
41,440
39,443
38,444
36,444
35,444
34,443
33,442
33,440
35,436
37,431
38,427
40,422
42,418
42,416
41,418
39,420
37,425
35,428
33,432
32,435
30,437
29,438
27,439
25,438
25,435
25,433
28,427
29,423
31,418
33,411
35,407
37,402
38,397
38,396
38,396
35,397
33,398
29,401
26,404
23,405
20,406
17,405
15,403
15,401
16,399
18,398
22,395
25,393
27,391
29,390
31,388
33,386
36,383
