207,750
206,750
202,750
195,750
186,750
177,750
171,750
169,750
168,750
169,748
170,744
170,740
170,740
170,736
170,731
170,727
170,723
169,719
168,714
168,709
168,706
168,703
168,700
168,698
168,695
167,692
166,689
165,685
164,682
164,678
163,673
163,670
163,665
163,660
164,655
164,651
165,644
165,641
165,638
166,632
166,627
167,622
167,616
167,611
168,606
168,602
168,598
169,593
169,588
169,584
169,580
169,577
169,571
169,565
168,558
168,554
167,550
167,546
167,542
167,538
167,533
168,528
168,523
169,520
170,516
171,510
172,506
173,500
174,494
175,488
176,483
177,477
178,473
178,468
179,464
179,460
180,456
181,452
181,449
181,445
182,441
182,438
183,433
183,428
184,423
184,420
185,414
185,410
186,404
186,398
187,394
187,391
188,390
189,392
190,398
190,403
191,409
191,415
192,421
192,427
193,433
193,437
194,441
194,445
195,449
195,454
196,458
196,462
197,466
198,471
199,477
199,483
200,488
201,493
202,496
202,501
203,506
204,510
205,515
206,519
207,523
208,527
208,531
208,535
209,542
208,546
208,550
208,553
207,559
207,564
207,569
206,573
206,578
206,584
207,588
207,592
207,597
207,602
208,607
208,611
208,616
209,619
209,624
209,628
210,631
210,636
210,640
211,645
211,650
211,654
212,658
212,662
212,665
212,669
212,671
212,675
212,678
211,680
211,683
210,687
209,689
208,692
207,695
207,698
207,701
207,703
207,706
207,709
206,719
206,723
206,727
205,731
206,733
206,734
206,737
205,741
205,744
205,744
205,744
206,746
207,748
207,750
