2,750
9,750
24,750
42,750
62,750
82,750
77,750
90,750
104,750
115,750
125,750
134,750
134,748
134,745
135,743
137,739
139,735
142,730
143,727
144,724
143,721
142,717
141,714
142,710
143,706
144,701
144,697
144,693
143,690
143,684
142,680
142,675
141,670
139,664
139,660
138,656
137,652
136,646
134,641
133,636
132,633
131,629
130,622
129,618
128,613
127,609
126,604
125,599
124,594
124,589
123,584
123,580
123,576
123,570
124,565
124,559
124,553
125,549
125,545
125,541
126,537
127,529
128,524
128,519
128,514
129,511
129,507
129,503
129,501
129,498
129,494
128,491
128,485
127,480
126,474
126,469
125,465
124,460
123,456
123,453
121,447
120,441
120,438
119,434
119,430
118,427
117,422
117,416
116,413
116,409
116,405
115,401
115,397
115,393
115,389
115,386
115,381
115,377
116,373
116,368
116,364
117,359
118,355
118,351
119,347
120,343
121,339
122,336
124,330
125,325
127,321
129,316
130,312
132,309
133,304
135,301
136,298
137,296
138,293
139,290
140,288
141,285
142,281
142,278
142,276
141,271
141,267
140,263
139,260
138,257
137,252
134,249
132,246
130,241
128,236
127,230
126,223
126,218
125,221
125,224
124,228
124,231
123,234
122,239
121,245
121,250
120,254
119,259
118,264
117,267
116,272
115,275
114,278
113,281
112,284
111,287
111,291
110,294
110,297
109,301
108,306
106,311
105,314
104,318
103,321
102,324
101,327
100,331
99,335
96,341
95,345
93,349
91,354
89,357
88,359
86,364
85,366
84,367
83,370
81,372
80,375
79,378
78,380
78,383
78,386
77,391
77,396
76,402
75,408
74,412
74,415
73,419
72,424
71,428
69,431
68,433
67,434
65,433
65,429
65,425
66,420
66,416
66,419
65,422
64,427
63,430
63,433
61,438
61,439
58,439
56,437
56,435
57,429
58,425
59,419
60,414
59,416
58,420
56,425
54,430
52,434
51,438
49,439
47,439
45,437
46,436
47,433
47,430
50,423
52,416
53,412
53,411
52,411
52,413
51,415
50,418
48,421
47,424
46,427
44,431
43,433
42,434
40,434
38,432
39,429
40,426
41,423
43,415
44,412
45,408
46,404
48,400
49,396
49,393
49,392
48,392
47,392
45,394
42,397
39,399
36,400
33,401
31,401
30,400
30,398
32,396
35,394
37,391
40,388
42,386
44,383
47,380
51,377
55,373
59,370
63,367
64,366
65,363
66,360
67,357
68,353
69,349
69,345
70,342
71,337
71,334
72,329
72,325
72,322
73,319
74,315
74,312
75,307
76,304
77,301
77,298
78,296
80,291
81,288
82,286
84,282
85,280
85,276
85,272
85,269
85,267
86,262
86,257
87,252
87,247
88,242
88,238
89,234
89,231
90,226
90,223
91,218
91,215
92,211
93,206
94,200
95,196
95,192
96,188
97,184
98,180
99,176
101,173
102,171
104,168
107,165
109,163
112,162
114,160
117,159
119,158
124,157
129,155
132,155
138,153
142,152
146,151
150,150
153,148
156,147
160,145
163,142
166,139
168,134
169,132
169,127
169,124
169,121
169,119
167,117
166,116
164,114
162,110
160,107
159,103
158,99
156,99
155,98
153,95
152,92
151,89
150,86
149,82
149,78
149,75
150,74
151,73
154,73
154,71
154,68
155,65
155,62
156,57
158,53
159,50
160,48
162,45
164,43
167,41
170,39
173,37
176,36
179,36
182,35
186,35
189,35
192,35
195,35
198,36
201,37
204,38
207,40
209,41
211,43
213,46
215,48
217,52
218,55
219,60
220,63
220,67
221,70
221,73
223,73
224,73
225,74
226,76
226,80
225,84
224,89
223,92
222,95
220,98
219,99
218,99
218,100
217,102
217,103
216,105
214,109
212,112
210,115
209,116
208,117
206,118
206,121
206,124
206,126
206,129
207,132
207,135
209,137
210,140
213,142
215,145
219,147
222,148
224,149
228,151
232,152
235,153
240,154
245,155
249,156
251,157
255,158
258,159
262,160
265,162
267,163
270,166
273,169
274,172
276,176
277,181
278,185
279,190
280,194
282,200
282,204
283,210
284,216
285,221
286,225
286,231
287,236
287,242
288,247
288,250
289,254
289,258
289,263
290,268
290,273
290,276
290,279
292,281
293,284
294,287
295,289
296,292
298,296
299,299
300,304
301,307
302,309
303,312
303,316
305,321
306,327
307,332
308,337
309,342
310,347
311,352
313,357
314,360
315,362
317,367
321,369
325,372
329,375
333,379
336,382
339,385
340,387
344,391
348,394
350,397
351,398
348,400
345,400
342,399
340,397
337,395
335,393
333,391
332,391
331,392
332,395
333,399
334,403
336,409
337,415
338,417
339,422
341,427
342,430
341,433
340,433
337,432
336,429
334,426
333,423
332,420
331,417
330,415
328,411
328,410
327,410
327,411
328,414
329,418
331,422
332,427
333,431
335,435
333,438
330,438
329,437
328,434
327,430
325,425
322,418
320,413
321,417
321,421
322,425
323,428
323,431
324,434
324,437
322,439
319,438
318,435
317,432
317,428
316,423
314,418
314,415
314,419
315,422
315,426
315,430
315,432
313,433
311,431
310,429
308,422
307,417
306,410
305,406
304,401
304,397
303,391
302,384
302,381
301,377
300,373
297,368
295,365
294,362
292,359
291,356
289,353
287,350
286,346
284,343
282,340
281,336
279,333
278,330
276,325
274,320
272,316
271,313
270,309
268,304
267,301
266,297
265,292
264,288
264,285
263,282
262,280
261,278
260,274
259,271
258,268
258,266
257,262
256,259
256,255
255,249
254,245
253,240
253,237
252,233
252,229
251,226
250,222
250,220
249,218
249,220
249,225
248,230
248,235
247,238
246,241
244,245
242,248
241,250
239,252
237,256
236,261
235,265
234,269
234,273
234,276
233,279
234,282
235,285
236,288
237,292
239,296
240,301
242,304
244,308
245,312
246,315
248,321
249,324
251,329
252,331
253,335
254,338
255,343
256,346
257,350
258,355
259,360
259,364
259,368
260,371
260,374
260,378
260,381
260,385
260,389
260,394
260,401
259,408
259,413
259,416
258,423
257,428
256,434
255,439
254,445
253,451
252,458
251,460
251,464
250,467
249,471
249,475
248,479
248,483
247,487
247,492
247,496
247,501
247,505
247,512
247,517
247,520
248,522
248,527
248,530
249,536
250,540
250,545
251,549
251,553
251,558
251,563
252,566
252,570
252,573
252,576
252,582
252,588
251,592
251,595
250,599
250,602
249,606
