249,218
250,220
250,222
251,226
252,229
252,233
253,237
253,240
254,245
255,249
256,255
256,259
257,262
258,266
258,268
259,271
260,274
261,278
262,280
263,282
264,285
264,288
265,292
266,297
267,301
268,304
270,309
271,313
272,316
274,320
276,325
278,330
279,333
281,336
282,340
284,343
286,346
287,350
289,353
291,356
292,359
294,362
295,365
297,368
300,373
301,377
302,381
302,384
303,391
304,397
304,401
305,406
306,410
307,417
308,422
310,429
311,431
313,433
315,432
315,430
315,426
315,422
314,419
314,415
314,418
316,423
317,428
317,432
318,435
319,438
322,439
324,437
324,434
323,431
323,428
322,425
321,421
321,417
320,413
322,418
325,425
327,430
328,434
329,437
330,438
333,438
335,435
333,431
332,427
331,422
329,418
328,414
327,411
327,410
328,410
328,411
330,415
331,417
332,420
333,423
334,426
336,429
337,432
340,433
341,433
342,430
341,427
339,422
338,417
337,415
336,409
334,403
333,399
332,395
331,392
332,391
333,391
335,393
337,395
340,397
342,399
345,400
348,400
351,398
350,397
348,394
344,391
340,387
339,385
336,382
333,379
329,375
325,372
321,369
317,367
315,362
314,360
313,357
311,352
310,347
309,342
308,337
307,332
306,327
305,321
303,316
303,312
302,309
301,307
300,304
299,299
298,296
296,292
295,289
294,287
293,284
292,281
290,279
290,276
290,273
290,268
289,263
289,258
289,254
288,250
288,247
287,242
287,236
286,231
286,225
285,221
284,216
283,210
282,204
282,200
280,194
279,190
278,185
277,181
276,176
274,172
273,169
270,166
267,163
265,162
262,160
258,159
255,158
251,157
249,156
245,155
240,154
235,153
232,152
228,151
224,149
222,148
219,147
217,147
209,149
201,151
193,153
185,153
179,152
172,151
165,149
159,147
156,147
153,148
150,150
146,151
142,152
138,153
132,155
129,155
124,157
119,158
117,159
114,160
112,162
109,163
107,165
104,168
102,171
101,173
99,176
98,180
97,184
96,188
95,192
95,196
94,200
93,206
92,211
91,215
91,218
90,223
90,226
89,231
89,234
88,238
88,242
87,247
87,252
86,257
86,262
85,267
85,269
85,272
85,276
85,280
84,282
82,286
81,288
80,291
78,296
77,298
77,301
76,304
75,307
74,312
74,315
73,319
72,322
72,325
72,329
71,334
71,337
70,342
69,345
69,349
68,353
67,357
66,360
65,363
64,366
63,367
59,370
55,373
51,377
47,380
44,383
42,386
40,388
37,391
35,394
32,396
30,398
30,400
31,401
33,401
36,400
39,399
42,397
45,394
47,392
48,392
49,392
49,393
49,396
48,400
46,404
45,408
44,412
43,415
41,423
40,426
39,429
38,432
40,434
42,434
43,433
44,431
46,427
47,424
48,421
50,418
51,415
52,413
52,411
53,411
53,412
52,416
50,423
47,430
47,433
46,436
45,437
47,439
49,439
51,438
52,434
54,430
56,425
58,420
59,416
60,414
59,419
58,425
57,429
56,435
56,437
58,439
61,439
61,438
63,433
63,430
64,427
65,422
66,419
66,416
66,420
65,425
65,429
65,433
67,434
68,433
69,431
71,428
72,424
73,419
74,415
74,412
75,408
76,402
77,396
77,391
78,386
78,383
78,380
79,378
80,375
81,372
83,370
84,367
85,366
86,364
88,359
89,357
91,354
93,349
95,345
96,341
99,335
100,331
101,327
102,324
103,321
104,318
105,314
106,311
108,306
109,301
110,297
110,294
111,291
111,287
112,284
113,281
114,278
115,275
116,272
117,267
118,264
119,259
120,254
121,250
121,245
122,239
123,234
124,231
124,228
125,224
125,221
126,218
126,223
127,230
128,236
130,241
132,247
137,252
138,257
138,257
141,256
144,255
148,253
152,252
156,250
161,249
164,248
168,248
173,247
178,246
182,246
186,246
190,246
194,246
198,247
202,247
206,248
209,249
213,250
218,251
221,252
225,253
229,254
232,256
235,256
237,256
239,252
242,248
245,244
247,238
248,232
249,225
249,220
249,218
