144,700
148,701
152,702
156,702
160,702
164,701
168,699
168,700
168,703
168,706
168,709
168,711
168,714
169,717
169,719
170,723
170,727
170,731
170,736
170,740
170,742
170,744
169,748
168,750
169,750
171,750
177,750
186,750
195,750
202,750
206,750
207,750
207,748
206,746
205,744
205,744
205,744
205,741
206,737
206,733
205,731
206,727
206,723
206,719
207,714
207,709
207,706
207,703
207,701
207,699
209,699
212,700
216,701
220,701
224,701
228,700
231,698
231,701
232,704
233,708
234,711
234,714
234,717
233,719
233,722
233,725
233,729
235,733
236,736
237,738
239,740
240,743
241,746
241,750
262,750
288,750
312,750
334,750
358,750
385,750
409,750
435,750
461,750
485,750
506,750
526,750
547,750
570,750
580,750
580,756
464,756
348,756
233,756
117,756
1,756
1,750
9,750
24,750
42,750
62,750
77,750
90,750
104,750
115,750
124,750
134,750
134,748
134,745
135,743
138,738
139,735
141,733
142,730
143,727
144,724
143,721
142,718
142,717
141,714
141,712
142,710
143,706
144,702
144,700
